ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ     NC
2023  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2024  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2025  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2026  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2027  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2028  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2029  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2030  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2031  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2032  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2033  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2034  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2035  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2036  229 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2021  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1      Vazao_Remanescente - TELES PIRES -> SAO MANOEL
2022  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2023  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2024  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2025  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2026  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2027  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2028  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2029  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2030  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2031  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2032  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2033  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2034  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2035  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2036  230  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2021  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1      Usos_Consuntivos - SAO MANOEL
2022  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2023  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2024  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2025  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2026  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2027  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2028  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2029  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2030  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2031  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2032  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2033  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2034  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2035  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2036  230  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2021  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1      Vazao_Remanescente - SAO MANOEL
2022  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2023  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2024  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2025  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2026  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2027  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2028  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2029  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2030  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2031  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2032  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2033  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2034  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2035  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2036  230  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60  -9.60    1   
2021  234  -0.41  -0.41  -0.41  -0.41  -0.41  -0.42  -0.42  -0.42  -0.42  -0.42  -0.41  -0.41    1      Usos_Consuntivos - JARDIM OURO
2022  234  -0.43  -0.43  -0.43  -0.43  -0.43  -0.44  -0.44  -0.44  -0.43  -0.43  -0.43  -0.43    1   
2023  234  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45  -0.45    1   
2024  234  -0.47  -0.47  -0.47  -0.47  -0.47  -0.47  -0.47  -0.47  -0.47  -0.47  -0.47  -0.47    1   
2025  234  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49  -0.49    1   
2026  234  -0.50  -0.50  -0.50  -0.50  -0.50  -0.51  -0.51  -0.51  -0.51  -0.50  -0.50  -0.50    1   
2027  234  -0.52  -0.52  -0.52  -0.52  -0.52  -0.52  -0.53  -0.52  -0.52  -0.52  -0.52  -0.52    1   
2028  234  -0.54  -0.54  -0.54  -0.54  -0.54  -0.54  -0.54  -0.54  -0.54  -0.54  -0.54  -0.54    1   
2029  234  -0.56  -0.56  -0.56  -0.56  -0.56  -0.56  -0.56  -0.56  -0.56  -0.56  -0.56  -0.56    1   
2030  234  -0.58  -0.58  -0.58  -0.58  -0.58  -0.58  -0.58  -0.58  -0.58  -0.58  -0.58  -0.58    1   
2031  234  -0.59  -0.59  -0.59  -0.59  -0.59  -0.60  -0.60  -0.60  -0.59  -0.59  -0.59  -0.59    1   
2032  234  -0.61  -0.61  -0.61  -0.61  -0.61  -0.61  -0.62  -0.61  -0.61  -0.61  -0.61  -0.61    1   
2033  234  -0.63  -0.63  -0.63  -0.63  -0.63  -0.63  -0.63  -0.63  -0.63  -0.63  -0.63  -0.63    1   
2034  234  -0.65  -0.65  -0.65  -0.65  -0.65  -0.65  -0.65  -0.65  -0.65  -0.65  -0.65  -0.65    1   
2035  234  -0.66  -0.66  -0.66  -0.66  -0.66  -0.67  -0.67  -0.67  -0.67  -0.67  -0.66  -0.66    1   
2036  234  -0.68  -0.68  -0.68  -0.68  -0.68  -0.69  -0.69  -0.69  -0.68  -0.68  -0.68  -0.68    1   
2021  241  -0.03  -0.04  -0.04  -0.04  -0.06  -0.14  -0.31  -0.43  -0.44  -0.26  -0.13  -0.03    1      Usos_Consuntivos - SLT VERDINHO
2022  241  -0.03  -0.04  -0.04  -0.04  -0.07  -0.14  -0.31  -0.43  -0.44  -0.26  -0.13  -0.03    1   
2023  241  -0.03  -0.04  -0.04  -0.04  -0.06  -0.14  -0.30  -0.43  -0.44  -0.26  -0.13  -0.03    1   
2024  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.14  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2025  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.14  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2026  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.14  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2027  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.14  -0.30  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2028  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.14  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2029  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.15  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2030  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.15  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2031  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.15  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2032  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.15  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2033  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.15  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2034  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.15  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2035  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.15  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2036  241  -0.04  -0.04  -0.04  -0.04  -0.07  -0.15  -0.31  -0.44  -0.44  -0.26  -0.13  -0.04    1   
2021  242  -0.70  -0.70  -0.70  -6.74 -21.03 -16.63  -7.42  -3.65  -2.40  -1.12  -0.74  -0.70    1      Usos_Consuntivos - FIC SINOP
2022  242  -0.72  -0.72  -0.72  -7.05 -22.04 -17.45  -7.79  -3.84  -2.51  -1.16  -0.76  -0.72    1   
2023  242  -0.74  -0.74  -0.74  -7.36 -23.05 -18.27  -8.16  -4.01  -2.62  -1.21  -0.79  -0.74    1   
2024  242  -0.76  -0.76  -0.77  -7.67 -24.06 -19.09  -8.53  -4.20  -2.74  -1.25  -0.81  -0.76    1   
2025  242  -0.79  -0.79  -0.79  -7.98 -25.07 -19.91  -8.90  -4.39  -2.86  -1.29  -0.83  -0.79    1   
2026  242  -0.81  -0.81  -0.81  -8.29 -26.08 -20.72  -9.27  -4.57  -2.97  -1.33  -0.86  -0.81    1   
2027  242  -0.83  -0.83  -0.83  -8.60 -27.08 -21.54  -9.64  -4.74  -3.07  -1.37  -0.88  -0.83    1   
2028  242  -0.85  -0.85  -0.85  -8.91 -28.09 -22.36 -10.01  -4.93  -3.19  -1.41  -0.90  -0.85    1   
2029  242  -0.87  -0.87  -0.87  -9.23 -29.10 -23.18 -10.38  -5.11  -3.30  -1.45  -0.92  -0.87    1   
2030  242  -0.89  -0.89  -0.89  -9.54 -30.11 -23.98 -10.73  -5.26  -3.40  -1.48  -0.94  -0.89    1   
2031  242  -0.91  -0.91  -0.92  -9.85 -31.11 -24.78 -11.07  -5.41  -3.49  -1.51  -0.97  -0.91    1   
2032  242  -0.94  -0.94  -0.94 -10.16 -32.11 -25.58 -11.42  -5.57  -3.59  -1.54  -0.99  -0.94    1   
2033  242  -0.96  -0.96  -0.96 -10.47 -33.11 -26.38 -11.76  -5.72  -3.68  -1.56  -1.01  -0.96    1   
2034  242  -0.98  -0.98  -0.98 -10.78 -34.11 -27.18 -12.10  -5.87  -3.78  -1.59  -1.03  -0.98    1   
2035  242  -1.00  -1.00  -1.00 -11.09 -35.12 -27.98 -12.45  -6.02  -3.87  -1.62  -1.05  -1.00    1   
2036  242  -1.02  -1.02  -1.03 -11.40 -36.12 -28.78 -12.79  -6.17  -3.97  -1.65  -1.08  -1.02    1   
2021  243  -0.05  -0.05  -0.05  -0.05  -0.06  -0.06  -0.07  -0.06  -0.05  -0.06  -0.05  -0.05    1      Usos_Consuntivos - FIC COLIDER
2022  243  -0.05  -0.05  -0.05  -0.05  -0.06  -0.06  -0.07  -0.06  -0.06  -0.06  -0.05  -0.05    1   
2023  243  -0.05  -0.05  -0.05  -0.05  -0.06  -0.06  -0.07  -0.07  -0.06  -0.06  -0.05  -0.05    1   
2024  243  -0.05  -0.05  -0.05  -0.05  -0.06  -0.07  -0.07  -0.07  -0.06  -0.06  -0.05  -0.05    1   
2025  243  -0.05  -0.05  -0.05  -0.05  -0.06  -0.07  -0.07  -0.07  -0.06  -0.06  -0.05  -0.05    1   
2026  243  -0.05  -0.05  -0.05  -0.05  -0.06  -0.07  -0.07  -0.07  -0.06  -0.06  -0.05  -0.05    1   
2027  243  -0.05  -0.05  -0.05  -0.05  -0.06  -0.07  -0.08  -0.07  -0.06  -0.06  -0.05  -0.05    1   
2028  243  -0.05  -0.05  -0.05  -0.05  -0.07  -0.07  -0.08  -0.08  -0.06  -0.06  -0.05  -0.05    1   
2029  243  -0.06  -0.06  -0.06  -0.06  -0.07  -0.07  -0.08  -0.08  -0.06  -0.06  -0.06  -0.06    1   
2030  243  -0.06  -0.06  -0.06  -0.06  -0.07  -0.08  -0.08  -0.08  -0.07  -0.07  -0.06  -0.06    1   
2031  243  -0.06  -0.06  -0.06  -0.06  -0.07  -0.08  -0.08  -0.08  -0.07  -0.07  -0.06  -0.06    1   
2032  243  -0.06  -0.06  -0.06  -0.06  -0.07  -0.08  -0.08  -0.08  -0.07  -0.07  -0.06  -0.06    1   
2033  243  -0.06  -0.06  -0.06  -0.06  -0.07  -0.08  -0.09  -0.08  -0.07  -0.07  -0.06  -0.06    1   
2034  243  -0.06  -0.06  -0.06  -0.06  -0.07  -0.08  -0.09  -0.08  -0.07  -0.07  -0.06  -0.06    1   
2035  243  -0.06  -0.06  -0.06  -0.06  -0.07  -0.08  -0.09  -0.09  -0.07  -0.07  -0.06  -0.06    1   
2036  243  -0.06  -0.06  -0.06  -0.06  -0.08  -0.08  -0.09  -0.09  -0.07  -0.07  -0.06  -0.06    1   
2021  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1      Vazao_Remanescente - FIC COLIDER
2022  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2023  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2024  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2025  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2026  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2027  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2028  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2029  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2030  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2031  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2032  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2033  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2034  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2035  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2036  243  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50  -9.50    1   
2021  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1      Vazao_Remanescente - FIC COLIDER -> FIC TELES PI
2022  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2023  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2024  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2025  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2026  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2027  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2028  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2029  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2030  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2031  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2032  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2033  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2034  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2035  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2036  244   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50   9.50    1   
2021  244  -2.12  -2.12  -2.12  -2.13  -2.26  -2.36  -2.35  -2.34  -2.23  -2.14  -2.12  -2.12    1      Usos_Consuntivos - FIC TELES PI
2022  244  -2.17  -2.17  -2.17  -2.18  -2.31  -2.41  -2.40  -2.39  -2.28  -2.19  -2.17  -2.17    1   
2023  244  -2.22  -2.22  -2.22  -2.23  -2.37  -2.46  -2.45  -2.45  -2.33  -2.24  -2.23  -2.22    1   
2024  244  -2.28  -2.28  -2.28  -2.28  -2.42  -2.51  -2.51  -2.50  -2.38  -2.29  -2.28  -2.28    1   
2025  244  -2.33  -2.33  -2.33  -2.33  -2.47  -2.57  -2.56  -2.55  -2.43  -2.34  -2.33  -2.33    1   
2026  244  -2.38  -2.38  -2.38  -2.38  -2.52  -2.62  -2.61  -2.61  -2.49  -2.39  -2.38  -2.38    1   
2027  244  -2.43  -2.43  -2.43  -2.43  -2.57  -2.67  -2.67  -2.66  -2.54  -2.44  -2.43  -2.43    1   
2028  244  -2.48  -2.48  -2.48  -2.49  -2.63  -2.73  -2.72  -2.71  -2.59  -2.50  -2.48  -2.48    1   
2029  244  -2.53  -2.53  -2.53  -2.54  -2.68  -2.78  -2.77  -2.77  -2.64  -2.55  -2.53  -2.53    1   
2030  244  -2.59  -2.59  -2.59  -2.59  -2.73  -2.83  -2.83  -2.82  -2.70  -2.60  -2.59  -2.59    1   
2031  244  -2.64  -2.64  -2.64  -2.64  -2.79  -2.89  -2.88  -2.87  -2.75  -2.65  -2.64  -2.64    1   
2032  244  -2.69  -2.69  -2.69  -2.69  -2.84  -2.94  -2.93  -2.92  -2.80  -2.70  -2.69  -2.69    1   
2033  244  -2.74  -2.74  -2.74  -2.75  -2.89  -2.99  -2.99  -2.98  -2.85  -2.76  -2.74  -2.74    1   
2034  244  -2.79  -2.79  -2.79  -2.80  -2.94  -3.05  -3.04  -3.03  -2.90  -2.81  -2.79  -2.79    1   
2035  244  -2.84  -2.84  -2.84  -2.85  -3.00  -3.10  -3.09  -3.08  -2.96  -2.86  -2.84  -2.84    1   
2036  244  -2.90  -2.90  -2.90  -2.90  -3.05  -3.15  -3.14  -3.13  -3.01  -2.91  -2.90  -2.90    1   
2021  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1      Vazao_Remanescente - FIC TELES PI
2022  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2023  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2024  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2025  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2026  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2027  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2028  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2029  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2030  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2031  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2032  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2033  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2034  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2035  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2036  244 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50 -10.50    1   
2021  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1      Vazao_Remanescente - FIC TELES PI -> FIC SAO MANO
2022  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2023  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2024  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2025  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2026  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2027  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2028  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2029  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2030  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2031  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2032  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2033  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2034  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2035  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2036  245  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50  10.50    1   
2021  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1      Usos_Consuntivos - FIC SAO MANO
2022  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
2023  245  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01    1   
